NO.,Grammar,Category,Korean,English,Source
1115,Grammer,V - Have to,아야/어야/해야  + 되다,"내일 몇 시까지와야 돼요?
9시까지 와야 돼요.

아침을 꼭 먹어야 합니다.",2.6
1116,Noun,South Korea,교대역 ,教大站 ,2.6
1117,Noun,South Korea,호선,几号线 ,2.6
1118,Noun,City,외국 ,外国 ,2.6
1119,Noun,School,면접을 보다 ,参加面试,2.6
1120,Noun,Occupation,아르바이트,Part time,2.6
1121,Grammer,V - Have to,아야/어야/해야  + 되다,"케빈: 청계천에 어떻게 가야 돼요? 请问，清溪川怎么走？
유카: 지하철을 타세요. 퇴근 시간에는 지하철이 더 빨라오 请乘地铁去。下班时间地铁更快一些。
케빈: 몇 호선을 타야 돼요? 应该乘几号线呢？
유카: 서울대입구역에서  2호선을 타세요. 그리고 영등포구청역에서  5호선으로 갈아타세요. 请从首尔大入口站乘2号线，然后在永登浦区厅站换乘5号线。
케빈: 어디에서 내려요? 在哪里下车呢？
유카: 광화문역에서 내려야 돼요 应该在光化门站下车。",2.6
1122,Grammer,Travel,N에서 N(으)로 갈아타다,"“（으）로 갈아타다”表示由原来乘坐的交通工具换成另外一种交通工具。“에서”表示换乘的地点。该句型可译成“在某一地点换乘······”。

A：어디에서 갈아타요？ 在哪里换乘呢？
B:서울대입구역에서 5511번 버스로 갈아타세요. 请在首尔大入口站换乘5511路巴士。",2.6
1123,Noun,South Korea,사당역 ,舍堂站 ,2.6
1124,Noun,South Korea,혜화역 ,惠化站 ,2.6
1125,Noun,South Korea,노량진 수산시장 ,鹭梁津水产市场 ,2.6
1126,Noun,South Korea,신도림역 ,新道林站 ,2.6
1127,Noun,South Korea,노량진역, 鹭梁津站,2.6
1128,Noun,South Korea,예술의 전당 ,艺术殿堂,2.6
1129,Noun,South Korea, 남부터미널역 ,南部汽车客运站,2.6
1130,Noun,South Korea,청계천 ,清溪川 ,2.6
1131,Noun,South Korea,서울대입구역 ,首尔大入口站 ,2.6
1132,Noun,South Korea,영등포구청역 ,永登浦区厅站 ,2.6
1133,Noun,South Korea,광화문역 ,光化门站 ,2.6
1134,Noun,South Korea,대학로, 大学路,2.6
1135,Noun,South Korea,N서울타워 ,N首尔塔,2.6
1136,Noun,Travel,케이블카, 缆车 Cable Car,2.6
1137,Noun,South Korea,인사동,仁寺洞,2.6
1138,Noun,South Korea,동대문 시장,东大门市场,2.6
1139,Noun,South Korea,경복궁,景福宮,2.6
1140,Noun,South Korea,홍대거리,弘大街,2.6
1141,Noun,South Korea,국립중앙박물관,国立中央博物馆,2.6
1142,Noun,South Korea,신사동 가로수길,新沙洞林荫道,2.6
1143,Noun,South Korea,서울대공원,首尔大公园,2.6
1144,Noun,South Korea,롯데월드,乐天世界,2.6
1145,Noun,Travel,사거리 ,"十字路口 又叫＂네거리＂Cross road, 4 roads",2.6
1146,Noun,Travel,횡단보도, 人行横道  ＝班馬線  Zebra road,2.6
1147,Noun,Travel,지하도," 地下通道  ＝隧道 Tunnel, Underground",2.6
1148,Noun,Travel,출구 ,出口 Exit,2.6
1149,Noun,Travel,입구,Entry,2.6
1150,Noun,Travel,건너다 ,"穿过，越过  cross  
지하도를 건너다  
횡단보도를 건너다  ",2.6
1151,Noun,Travel,나가다 ,出去  come out,2.6
1152,Noun,Travel,나오다,go in,2.6
1153,Noun,Travel,쭉 가다 ,一直走 Walk straight,2.6
1154,Noun,Travel,왼쪽으로 가다 ,向左拐 Turn left and go,2.6
1155,Noun,Travel,오른쪽으로 가다 ,向右拐 Turn right and go,2.6
1156,Noun,Travel,쭉 ,一直 Straight,2.6
1157,Noun,Travel,지나다, 過埋大厦 pass through 经过；过去,2.6
1158,Noun,Travel,육교,行人天橋 Footbridge,2.6
1159,Noun,Travel,다리,車天橋 Car bridge,2.6
1160,Grammer,V - Connection,V - 아서/어서/여서,"and 前後同一件事，要有关係; 
無关系用 고",2.6
1161,Grammer,V - Connection,V - 아서/어서/여서,"A 이 근처에 지하철역이 있어요? 这附近有地铁站吗？
B 네. 횡단보도를 건너서 오른쪽으로 가세요. 嗯，请穿过人行横道后向右走, 過馬路轉右",2.6
1162,Grammer,V - Connection,V - 아서/어서/여서,"어제 뭐 했어요?
친구를 만나서 점심을 먹고 영화를 봤어요.",2.6
1163,Grammer,V - Connection,V - 아서/어서/여서,"아침에 일어나서 뭐 했어요? 
아침에 일어나서 이를 닦았어요",2.6
1164,Grammer,V - Connection,V - 아서/어서/여서,"학교에 와서 뭐 했어요?
학교에 와서 시험이봤어요",2.6
1165,Grammer,V - Connection,V - 아서/어서/여서,"보통 집에 가서 뭐 해요? 
보통通常 집에 가서 샤워해요",2.6
1166,Grammer,V - Connection,V - 아서/어서/여서,"주말에 뭐 할 거예요?
주말에 백화점에 가서 선물을 살 게예요",2.6
1167,Grammer,V - Connection,V - 아서/어서/여서,"＂- 아서／어서／여서”
表示前后两个动作接连发生，在保持前一个动作所产生的结果与状态的前提下，继续做与该动作有关的另一动作，根据语境可不译，或译成“······了······”“······之后······”等。",2.6
1168,Grammer,V - Connection,V - 아서/어서/여서,"词干末音节含阳性元音“ト，”时＋-아서
가다 → 가서

词干末音节以“하다”结尾时＋-여서 → 해서
요리하다 → 요리해서

其他情况时＋-어서
만들다 → 만들어서",2.6
1169,Grammer,V - Connection,V - 아서/어서/여서,"어제 친구를 만나서 차를 마셨어요. 昨天见了朋友，喝了茶。
소고기를 사서 불고기를 만들었어요 买了牛肉，然后做了烤肉。
주말에 도서관에 가서 공부할 거예요 周末我打算去图书馆学习。
집에 와서 점심을 먹고 숙제를 했어요.回家吃了午饭，然后做了作业。
저는 요리해서 먹는 것을 좋아해요. 我喜欢自己做饭吃。
어제 케이크를 만들어서 동생하고 먹었어요， 昨天做了蛋糕，然后和弟弟一起吃了。
도서관에서 책을 빌려서 읽었어요， 从图书馆借书读了。",2.6
1170,Grammer,V - Connection,V - 아서/어서/여서,"A： 오늘 아침에 일어나서 뭐 했어요？ 今天早上起床之后做了什么？
B： 일어나서 사워했어요.起床之后洗澡了。
",2.6
1171,Grammer,V - Connection,V - 아서/어서/여서,"注意1：前后从句的主语应该保持一致。

例 팅팅 씨는 음식을 만들었어요. 그리고 팅팅 씨는 그 음식을 먹었어요. 
婷婷做了饭，并且婷婷吃了自己做的饭。
→ 팀팅 씨는 음식을 만들어서 먹었어요 （0）婷婷做饭吃了。

팅팅 씨는 음식을 만들었어요. 그리고 유카 씨는 그 음식을 먹었어요. 
婷婷做了饭，优看吃了婷婷做的饭。
→ 팅팅 씨는 음식을 만들어서 유카 씨는 먹었어요. (x)",2.6
1172,Grammer,V - Connection,V - 아서/어서/여서,"注意2：不能与过去时制语尾“-았／었／였-”一起使用。
例 저는 어제 친구를 만났어요. 我昨天见了朋友。＋ 친구하고 공부를 했어요. 
和朋友一起学习了。

→ 저는 어제 친구를 만났어서 공부를 했어요. (x)
→ 저는 어제 친구를 만나서 공부를 했어요 （o）我昨天见了朋友，学了习。",2.6
1173,Grammer,V - Connection,V - 아서/어서/여서,"注意3：＂-아서／어서／여서”与＂- 고”的比较
＂-아서／어서／여서” 前面动词为后面动词的前提，
即在保持前一个动作所产生的结果与状态的前提下，继续做与该动作有关的另一动作。

例 친구를 만나서 점심을 먹었어요. 见了朋友，吃了午饭。

“- 고”前后两个动词只是按照时间先后顺序发生而已，并没有关联性。

例 친구를 만나서 점심을 먹었어요. 见过朋友之后，吃了午饭。",2.6
1174,Grammer,V - Connection,V - 아서/어서/여서,"注意4：“입다［穿（衣服或裤子）］、신다［穿（鞋或袜子）］、매다（系）”等穿戴动词和“타다（乘坐）”与趋向动词“가다／오다”连用时，应该使用连接语尾“-고”，例如“입고 가다（穿着去）、신고 가다［穿着（鞋或袜子）去］、매고 가다（系着去）、타고 가다（乘坐某一交通工具去）”。

코트를 입어서 가요. (x)
코트를 입고 가요． （0）穿着大衣去。
버스를 타서 와요. (x)
버스를 타고 와요． （0）坐着公交车来。",2.6
1175,Adverb,Travel,부더,口语可用,2.6
1176,Grammer,V - from/to,N에서 N까지,"A 여기에서 지하철역까지 얼마나 걸려요? 从这里到地铁站需要多长时间？
B 오 분쯤 걸려요. 大概需要5分钟

서울에서 부산까지 얼마나 걸려요?
버스로 세 시간 삼십 분쯤 걸려요.",2.6
1177,Grammer,V - from/to,N에서 N까지,한국에서 일본까지 배로 세시간쯤 걸려요.,2.6
1178,Grammer,V - from/to,N에서 N까지,"行路係特別D
要有需要 元素
X 집에서 한강에서 이십분쯤 걸어서 가요.
√ 걸어서 가면 이십분쯤 갈려요.",2.6
1179,Grammer,V - from/to,N에서 N까지,"“N에서 N까지”
表示空间运动的起点与终点。“에서”表示起点，“까지”表示终点，可译成“从······到·····”",2.6
1180,Grammer,V - from/to,N에서 N까지,"A： 집에서 학교까지 어떻게 가요？从家里怎么去学校呢？
B： 걸어서 가요. 走着去。

A： 서울에서 제주도까지 얼마나 걸려요？ 从首尔到济州岛需要多长时间？
B： 비행기로 한 시간쯤 걸려요． 坐飞机大概需要1个小时。",2.6
1181,Grammer,V - from/to,N에서 N까지,"一般“에서”与“까지”搭配使用，但是也可以单独使用。

A： 어느 나라에서 왔어요？您来自哪个国家？
B： 독일에서 왔어요. 我来自德国。

A： 집까지 어떻게 가요？ 怎么回家？
B： 걸어서 가요. 走着回家。",2.6
1182,Grammer,V - from/to,N에서 N까지,"表示时间的起点与终点时，使用“N부터N까지”。（见第1册第8单元）

한국어 수업은 아홉 시부터 한 시까지 있어요． 上午9点到下午1点有韩国语课。",2.6
1183,Grammer,Question,얼마나," 多少，多长（时间）
몇 +houn
얼마나 + verb 
얼마나 + adjective 건너다--> 얼마나 걸려요How far?",2.6
1184,Noun,South Korea,한강 ,汉江,2.6
1185,Grammer,V - from/to,N에서 N까지,"에밀리: 실례지만 이 근처에 백화점이 있어요? 不好意思，请问这附近有百货店吗？
아저씨: 네, 있어요. 嗯，有。
에밀리: 여기에서 백화점까지 얼마나 걸려요? 从这儿到百货店需要多长时间？
아저씨: 오 분쯤 걸려요. 가까워요. 大叔：大概5分钟就到了，很近。
에밀리: 거기까지 어떻게 가요? 艾米莉：去那儿怎么走？
아저씨: 이쪽으로 쭉 가세요. 그리고 횡단보도를 건너서 오른쪽으로 가세요. 오십 미터쯤 가면 백화점이 있어요. 沿着这条路一直走，穿过人行横道之后往右拐。大概走50米就是百货店了。
에밀리:  네, 감사합니다. 好的，谢谢您。",2.6
1186,Grammer,V - from/to,N에서 N까지,"向陌生人提问时，可以使用如下表达方式。
실례지만 不好意思／请问
저기요 喂／请问
죄송하지만 不好意思／请问
백화점에 어떻게 가요? 百货店怎么走？",2.6
1187,Grammer,V - from/to,N에서 N까지,"횡단보도를 건너다 + 오른쪽으로 가다
2번 출구로 나가다 +  왼쪽으로 가다
지하도를 건너다 + 오른쪽으로 가다
사거리를 지나다 + 왼쪽으로 가다",2.6
1188,Noun,Slang,실례지만 ,不好意思  Sorry,2.6
1189,Noun,Travel,미터,米（长度单位） Meter,2.6
1190,Noun,Travel,꽃집 ,花店 Flower Shop,2.6
1191,Noun,Travel,스포츠센터 ,运动中心 Sports Centre,2.6
1192,Noun,Travel,약국,药店 Pharmacy,2.6
1193,Noun,Travel,빵집 ,面包店 Baker shop,2.6
1194,Noun,Travel,미술관,美术馆 Art Museum,2.6
1195,Noun,Travel,마트,Supermarket,2.6
1196,Noun,Travel,영화관,Cinema,2.6
1197,Noun,Travel,우체국,Post office,2.6
1198,Adverb,Time,천천히 ,慢慢地  Slowly,2.6
1199,Noun,South Korea,63빌딩 ,63大厦 ,2.6
1200,Noun,Travel,아쿠아리움 ,水族馆 ,2.6
1201,Noun,South Korea,IFC몰 ,IFC购物中心 ,2.6
1202,Adjective,Feelings,싱싱하다, 新鲜的 fresh,2.6
1203,Noun,Food,해산물 ,海鲜 seafood,2.6
1204,Verb,Food,고르다, 挑选 Choose,2.6
1205,Noun,Food,손님 ,顾客 Customer,2.6
1206,Adjective,Sick,아파,"어디가 아프세요?
어깨가 아파요.",2.7
1207,Noun,Body,머리 ,头；头发；腦 Head brain hair,2.7
1208,Noun,Body,눈 ,Eye,2.7
1209,Noun,Body,귀 ,Ear,2.7
1210,Noun,Body,코,Nose,2.7
1211,Noun,Body,입,Mouth,2.7
1212,Noun,Body,목 ,"Neck, throat",2.7
1213,Noun,Body,어깨,shoulder,2.7
1214,Noun,Body,가슴 ,chest,2.7
1215,Noun,Body,팔,arms 高音,2.7
1216,Noun,Body,배 ,tummy 肚子,2.7
1217,Noun,Body,손,"hand ""sean""",2.7
1218,Noun,Body,다리 ,Leg 腿,2.7
1219,Noun,Body,허리 ,Waist 腰,2.7
1220,Noun,Body,무릎 ,"Knee ""mu lup"" 膝盖",2.7
1221,Noun,Body,발,Foot 低音 脚,2.7
1222,Grammer,V - Can,V - (으) ㄹ 수 있다/없다,"可以 (能力)／可能 (時間許可)

A 내일 동아리 모임에集會 올 수 있어요? (오다) 明天社团聚会您能来吗？
B 네, 갈 수 있어요. 嗯，可以去。",2.7
1223,Grammer,V - Can,V - (으) ㄹ 수 있다/없다,"A 한자를 읽을 수 있어요? 您能读汉字吗？
B 아니요, 못 읽어요. 不，我不会读。

못 較强硬口化",2.7
1224,Grammer,V - Can,V - (으) ㄹ 수 있다/없다,"매운 음식을 먹을 수 있어요?
네, 먹을 수 있어요.
아니요, 못 먹어요.

만들 수 있어요.

서울에서 운전할 수있어요?
아니요, 운전할수었어요

바다에서 수영할수있어요?
네, 수영 할수 있어요


한국어로 문자를 보낼수있어요?
아니요. 문자를 보낼 수 었어요.",2.7
1225,Grammer,V - Can,V - (으) ㄹ 수 있다/없다,"（으）ㄹ 수 있다”表示某事有发生的可能性，或者具有做某事的能力，可译成“皖”“能够”“可以”等。当表示某事不可能发生或者没有做某事的能力时，一般使用

（으）ㄹ 수없다 ”或 “못”，可译成“不能”“无法”。",2.7
1226,Grammer,V - Can,V - (으) ㄹ 수 있다/없다,"词干未音节无收音或收音为“ㄹ”时＋-ㄹ수있다／없다
가다→갈 수 있다/없다

词干末音节有收音（除收音“ㄹ”外）时＋-을 수 있다／없다
읽다일을 수 있다/없다",2.7
1227,Grammer,V - Can,V - (으) ㄹ 수 있다/없다,"저는 영어와 중국어를 할 수 있어요. 我能说英语和汉语。
사무실에 가인 김 선생님을 만날 수 있어요 去办公室的话，能见到金老师。
저는 한자를 읽을 수 있어요. 我能读汉字。
학생증이 없으면 책을 빌릴 수 없어요. 没有学生证的话不能借书。

A: 한국 음식을 만들 수 있어요?
B: 네 만들 수 있어요. 저는 불고기를 잘 만들어요， 哪，会做，烤肉我做得很好。

어제 다리를 다쳤어요. 그래서 지금 걸을 수 없어요",2.7
1228,Grammer,V - Refuse,V - 지 마세요 ,"V - 지 마세요 原形 請不要

A 배가 자주 아파요. 我肚子经常疼。
B 매운 음식을 먹지 마세요. 请不要吃辣的食物。",2.7
1229,Noun,School,외국어 ,外国语 foreign language,2.7
1230,Grammer,V - Refuse,V - 지 마세요 ,큰 소리로 이야기하지 마세요. 大的 聲音用 講野,2.7
1231,Grammer,V - Refuse,V - 지 마세요 ,전화하지 마세요.,2.7
1232,Grammer,V - Refuse,V - 지 마세요 ,음식을 먹지 마세요.,2.7
1233,Grammer,V - Refuse,V - 지 마세요 ,음악을 듣지 마세요.,2.7
1234,Grammer,V - Refuse,V - 지 마세요 ,담배를 피우지 마세요.,2.7
1235,Grammer,V - Refuse,V - 지 마세요 ,"극장에서 촬영하지 마세요.
외부음식을 먹지 마세요
앞 의지를 차지마세",2.7
1236,Grammer,V - Refuse,촬영하다 ,拍攝 Record,2.7
1237,Grammer,V - Refuse,차다,踢 kick,2.7
1238,Grammer,V - Refuse,V - 지 마세요 ,"“-지 마세요”表示禁止某一行为，可译成“请别”“请不要”“禁止”“请勿”。

여기에 주차하지 마세요. 请别在这里停车。
기숙사에서 담배를 피우지 마세요. 请不要在宿舍吸烟。
여기에서 수영하지 마세요.禁止在这里游泳。
박물관에서 사진을 찍지 마세요. 博物馆内请勿拍照。
아이스크림을 너무 많이 먹지 마세요. 请勿吃太多冰激凌。",2.7
1239,Adverb,V - Refuse,큰 소리로 ,大声地 Loudly,2.7
1240,Verb,Food,담배를 피우다 ,抽烟，吸烟 Smoking Smoke,2.7
1241,Verb,Travel,주차하다,停车 駐車 Parking,2.7
1242,Grammer,V - Refuse,V - 지 마세요 ,"투이: 양양 씨, 오늘 동아리 모임에 갈 수 있어요? 杨洋，明天社团聚会您能来吗？
양양: 아니요, 못 가요. 不，我去不了。
투이:  왜요? 어디 아파요? 为什么？哪里不舒服吗？
양양: 네, 머리가 좀 아파요. 嗯，头有点疼。
투이: 그래요? 약 먹었어요? 哦，吃药了吗？
양양: 네, 먹었어요. 嗯，吃过了。
투이: 많이 아프면 병원에 가 보세요. 그리고 너무 무리하지 마세요. 如果很疼的话，请去医院看看吧，请别太勉强。
양양: 네, 고마워요. 嗯，谢谢。",2.7
1243,Noun,Sick,아파,"真問: 어디에 가요?
假問: 어디 가요 ?

真問: 어디에 아파요?
假問: 어디 아파요?",2.7
1244,Noun,Sick,약,药 medicine,2.7
1245,Verb,Sick,무리하다 ,無理 勉强；过度劳累；不合理 unreasonable,2.7
1246,Adjective,Restaurant,"차갑다 
차다 
시원하다 ","찬물 凍水 cold water
카페라테 차가운 걸로   


차갑다 凍，通常形容物件
차다（跟上面係同一個字嘅簡寫）
시원하다 涼爽，通常形容感受
都可以，凍水都係兩個都可以😂",2.7
1247,Adjective,Restaurant,"따뜻하다 
뜨겁다","카페라테 따뜻한 걸로 두 장 주시고요
카페라테 뜨거운 걸로 두 장 주시고요 

뜨거운 (ddeu-geo-un) = Hot
따뜻한 (dda-ddeut-han) = Warm
不過水嚟講全部都用得

따뜻하다 溫暖，通常形容感受
뜨겁다 熱辣辣，通常形容物件",
1248,Grammer,Sick,아파,"A: 이 사람은 어디가 아파요?
B:목이 아파요.",2.7
1249,Verb,Sick,목이 아프다 ,嗓子疼 sore throat  ,2.7
1250,Verb,Sick,열이 나다 ,发烧 fever   熱氣=열,2.7
1251,Verb,Sick,기침을 하다 ,咳嗽 cough,2.7
1252,Verb,Sick,콧물이 나다 ,"流鼻涕 runny nose  ""cot mul li"" 出=나",2.7
1253,Verb,Sick,감기에 걸리다 ,得感冒 cold,2.7
1254,Verb,Sick,다리를 다치다 ,腿受伤 hurt,2.7
1255,Grammer,V - Connection,A/V - 아서/어서/여서,"前因後果  只可跟現在式  非原型 口語only
A 어제 왜 학교에 안 왔어요? 昨天为什么没来学校？
B 머리가 아파서 못 왔어요. 因为头疼，所以没能来。",2.7
1256,Grammer,V - Connection,A/V - 아서/어서/여서,"같이 쇼핑하러 갈까요?

- 미안해요. 약속이 있어서 못 가요.
- 저는 시험이 있어서 공부해야 돼요.",2.7
1257,Grammer,V - Connection,A/V - 아서/어서/여서,"오늘 노래방에 갈까요 
미안해요. 김기에 걸려서 옷가요?

요즘 왜 운동 안해요?
날씨 가 추워서 운동 안해요.

오늘 왜 학교에 늦었어요?
늦잠을 자서 학교에 늦었어요. 遲的覺",2.7
1258,Noun,Home,늦잠을 자다,睡懒觉 Sleep late,2.7
1259,Grammer,V - Connection,A/V - 아서/어서/여서,"＂-아서／어서／여서”
表示前一从句内容为后一从句内容的原因或理由，可译成“因为·····所以······”“由于”。

词干末音节含阳性元音“ト，”时＋-아서
않다 -많아서
일어나다→일어나서

词干末音节以“하다”结尾时＋-여서→해서
공부하다→공부해서
피곤하다 →피곤해서

其他情况时＋-어서
없다 → 없어서
먹다→먹어서",2.7
1260,Grammer,V - Connection,A/V - 아서/어서/여서,"극장에 사람이 많아서 표를 못 샀어요， 剧院人太多了，没买着票。
목이 아파서 악을 먹었어요. 因为嗓子疼，所以吃了药。
요즘 피곤해서 일찍 자요. 最近太累，所以要一早睡觉。
오늘 숙제가 없어서 좋아요. 今天没有作业，太好了。
옷을 많이 사서 돈이 없어요. 买了太多的衣服，没有钱了。
열심히 공부해서 시험을 잘 봤어요. 因为努力学习，所以考试考得很好。
아침을 인 먹어서 배가 고파요. 没吃早饭，所以肚子很饿。
너무 많이 걸어서 다리가 아파요， 走得太多了，腿疼。
옷이 너무 비싸서 안 샀어요. 衣服太贵了，没有买。

A： 왜 김치를 안 먹었어요？ 为什么不吃泡菜？
B： 너무 매워서 못 먹었어요. 太辣了，吃不了。",2.7
1261,Grammer,V - Connection,A/V - 아서/어서/여서,"注意1：＂-아서／어서／여서”后一从句不能使用命令句或共动句。
例 맛있어서 많이 드세요. （x）
날씨가 좋아서 산에 갈까요? (x)
팅팅 씨, 저 영화가 재미있어서 같이 봐요.(x)",2.7
1262,Grammer,V - Connection,A/V - 아서/어서/여서,"注意2：＂-아서／어서／여서”后不能与过去时态语尾“-았／었／였-”连用。
例 늦게 일어났어서 지각했어요（x）
→ 늦게 일어나서 지각했어요（O） 起晚了，迟到了。",2.7
1263,Grammer,V - Connection,"N(이) 라서 
由於是N  所以","“（이）라서”表示前一从句内容为后一从句内容的原因或理由，可译成“因为是·····”“由于是······”等。

名词末音节无收音时＋라서
휴가 → 휴가라서

名词末音节有收音时 ＋이라서
방학 → 방학이라서",2.7
1264,Grammer,V - Connection,"N(이) 라서 
由於是N  所以","A 내일 병원이 몇 시까지 해요? 明天医院营业到几点？
B 토요일이라서 열두 시까지 해요. 由于是周六，营业到12点。",2.7
1265,Grammer,V - Connection,"N(이) 라서 
由於是N  所以","내일 휴가라서 회사에 안 가요. 因为明天是假期，所以不去公司。
요즘 방학이라서 수업이 없어요. 因为最近是假期，所以没有课。

A： 왜 도서관에 사람이 많아요？ 为什么图书馆的人那么多？
B： 시험 기간이라서 그래요. 因为是考试期间，所以才那样。",2.7
1266,Noun,School,방학,school hoiday,2.7
1267,Noun,School,연휴 ,连休，小长假 long holiday,2.7
1268,Grammer,V - Connection,"N(이) 라서 
由於是N  所以","왜 오늘 회사에 안 갔어요?
휴가라서 안 갔어요.",2.7
1269,Grammer,V - Connection,"N(이) 라서 
由於是N  所以","왜 요즘 매일 도서관에 가요?
시험 기간이라서 공부해야 돼요.",2.7
1270,Grammer,V - Connection,"N(이) 라서 
由於是N  所以","왜 케이크를 샀어요?
친구 생일이라서 파티가 있어요.",2.7
1271,Grammer,V - Connection,"N(이) 라서 
由於是N  所以","왜 비행기 표가 비싸요?
연휴라서 비싸요.",2.7
1272,Grammer,V - Connection,"N(이) 라서 
由於是N  所以","왜 전화를 안 받았어요?
수업 시간이라서 못 받았어요.",2.7
1273,Grammer,V - Connection,A/V - 아서/어서/여서,"의사: 어디가 아파서 오셨어요? 您来医院是因为哪里不舒服啊？
에바: 목이 아파서 왔어요. 我来是因为嗓子疼。
의사: 언제부터 아프셨어요? 从什么时候开始疼的呢？
에바: 삼일 전부터 아팠어요. 오늘은 기침도 하고 열도 나요. 从3天前开始疼的，今天咳嗽了，而且还发烧了。
의사: 약을 드시고 푹 쉬세요. 그리고 말을 많이 하지 마세요.
请吃药并好好休息一下。还有不要讲太多话。
에바: 네, 알겠습니다. 好的，我知道了。",2.7
1274,Adverb,Sick,푹,完全／好好,2.7
1275,Verb,Sick,푹 쉬다,好好休息,2.7
1276,Verb,Sick,어지럽다,頭量 dizzy,2.7
1277,Verb,Sick,교통사고가 나다 ,发生交通事故 ,2.7
1278,Verb,Travel,놓치다 ,버스를 놓쳤어요 失去，错过,2.7
1279,Verb,Occupation,아르바이트하다 ,兼职，打工,2.7
1280,Noun,School,공연 ,表演 performance,2.7
1281,Adverb,Feelings,다행이다 ,万幸 luckily,2.7
1282,Grammer,V - Connection,A/V - 아서/어서/여서,"XXX: 수연 씨, 어제 기타 공연에 못 가서 미안해요. 공연 잘 했어요?
수연: 네, 잘 끝났어요. 고마워요, 에바 씨.
XXX: 어제 공연에 정말 가고 싶었지만 다리를 다쳐서 병원에 있었어요. 그래서 공연에 못 갔어요.
수연: 그래요? 지금도 병원에 있어요?
XXX: 아니요, 집에 있어요.
수연: 정말 다행이에요. 그럼 내일 학교에 올 수 있어요?
XXX: 네, 갈 수 있어요.
수연: 그럼 내일 만나요. 푹 쉬세요!",2.7
1283,Verb,Restaurant,저희 주문할게요,Order ,Self
1284,Verb,Restaurant,최소 해주세요,"Please cancel

최소 해주세요
최소 할게요",Self
1285,Verb,Restaurant,포장해 주세요,Pls take away,Self
1286,Verb,Restaurant,두시고 가세요?    ,"For here or to go? 
두시고 가세요? 아니면 포장이세요?

To go please.
가지고 갈게요. or 포장이요.

For here.
먹고 갈게요",Self
1287,Verb,Restaurant,저희 계산 좀 해주세요,"Bill / payment

저희 계산 좀 해주세요

이 카드로 계산해 주세요

앞쪽에 카드 꽂아주시면 결제도와드릴게요 
Front side          꽂아주다 insert           payment ",Self
1288,Verb,Restaurant,적립 필요 하실까요?,"Membership / points

적립 필요 하실까요?
아니요 적립 괜찮아요",Self
1289,Verb,Restaurant,영수증 챙겨 드릴까요?,"Receipt

영수증 챙겨 드릴까요?
챙기다 take

네, 주세요. 
아니요, 필요 없어요 no, I don’t need it
아니요, 버려 주세요 no, please throw away",Self
1290,Verb,Restaurant,진동벨로 안내해 드릴게요,"진동벨로 안내해 드릴게요 inform you by bell

안내하다inform 
진동벨buzzer",Self
1291,Verb,Restaurant,수고하세요,Keep hard work,Self
1292,Adjective,Feelings,기분이 좋다 ,기분이 좋아요. 心情好 good mood,2.8
1293,Adjective,Feelings,기분이 나쁘다 ,心情不好 bad mood,2.8
1294,Adjective,Feelings,기쁘다 ,开心 happy,2.8
1295,Adjective,Feelings,슬프다, 悲伤 sad,2.8
1296,Adjective,Feelings,즐겁다,高兴 happy   enjoy某件事  jeul 角다,2.8
1297,Adjective,Feelings,외롭다,"孤独 lonely   whee lop da
외로워요 -- >외로울때",2.8
1298,Adjective,Feelings,속상하다 ,伤心 sad  sok 惨，可憐,2.8
1299,Adjective,Feelings,화가 나다, 生气 angry 火出,2.8
1300,Grammer,S - When,A/V - (으)ㄹ때,"A 기분이 안 좋을 때 어떻게 해요? 您心情不好的时候会怎么办呢？
B 저는 밖에 나가서 산책을 해요.  我会出去数步。",2.8
1301,Grammer,S - When,A/V - (으)ㄹ때,"언제 기분이 좋아요?
저는 맛있는 음식을 억을 때 기분이 좋아요.",2.8
1302,Grammer,S - When,A/V - (으)ㄹ때,"“-（으）ㄹ때”表示某一行为或情况持续进行或发生的时候，可译成“···········的时候”。

词干末音节无收音或收音为“ㄹ”时＋-FEO
바쁘다→바쁠 때
오다→올때

词干末音节有收音（除收音“ㄹ”外）时＋을때
많다→많을 때
읽다→읽을 때",2.8
1303,Grammer,S - When,A/V - (으)ㄹ때,"저는 공부할 때 음악을 들어요. 我学习的时候听音乐。
저는 기분이 좋을 때 노래를 해요. 我心情好的时候唱歌。
수업이 없을 때 운동하러 가요. 没有课的时候去运动。
샌드위치를 만들 때 토마토가 필요해요. 制作三明治时需要番茄。
날씨가 더을 때 수영장에 가요， 天气热的时候去游泳馆。
저는 공원에서 걸을 때 기분이 좋아요. 我在公园走的时候心情很好。",2.8
1304,Adjective,Feelings,스트레스를 받다 ,感受到压力,2.8
1305,Grammer,S - or,"V - 거나 V
N - (이)나 N","原型 或者
A 시간이 있을 때 뭘 해요? 您有空时会做些什么呢？
B 자전거를 타거나 수영을 해요. 我骑自行车或者去游泳。

A 어디에서 자전거를 타요? 在哪里骑自行车呢？
B 공원이나 학교에서 타요. 我在公园或者学校骑。",2.8
1306,Grammer,S - or,"V - 거나 V
N - (이)나 N","주말에 보통 뭐 해요? 
집에서 쉬거나 친구를 만나요",2.8
1307,Grammer,S - or,"V - 거나 V
N - (이)나 N","생일에 무슨 선물을 받고 싶어요?
옷이나 화장품을 받고 싶어요.",2.8
